,player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year,shotAttempts,pointsPerShot
43,Skylar Diggins-Smith,SEA,G,40,1262,40,8.7,20.4,0.427,1.6,5.3,0.291,7.1,15.0,0.476,5.2,6.0,0.867,1.1,4.2,10.3,2.7,1.4,4.4,4.5,24.2,2024,23.0,1.05217
46,Stefanie Dolson,WAS,C,39,1011,39,6.7,14.0,0.475,3.6,7.8,0.465,3.1,6.3,0.488,1.7,2.1,0.786,1.7,9.7,5.2,1.1,0.9,3.4,5.7,18.6,2024,14.9,1.24832
47,Aaliyah Edwards,WAS,F,34,741,17,7.0,14.3,0.49,0.0,0.5,0.0,7.0,13.9,0.507,3.6,5.5,0.65,3.3,13.0,3.3,1.7,1.8,3.4,6.2,17.6,2024,16.7,1.05389
48,Emily Engstler,WAS,F,32,464,3,8.3,16.9,0.49,2.9,6.2,0.474,5.3,10.7,0.5,2.0,2.4,0.818,4.8,14.0,5.1,2.1,2.6,2.4,5.3,21.5,2024,18.0,1.19444
50,Dana Evans,CHI,G,39,743,12,6.5,17.4,0.377,2.8,7.5,0.376,3.7,9.9,0.378,3.3,3.4,0.96,0.3,3.0,6.5,1.8,0.3,3.7,3.3,19.2,2024,18.9,1.01587
51,Temi Fagbenle,IND,C,22,415,2,7.0,13.8,0.509,0.2,1.4,0.167,6.8,12.3,0.549,2.7,3.4,0.786,3.7,12.6,2.4,1.3,1.8,3.3,8.0,16.9,2024,15.3,1.10458
54,Leonie Fiebich,NYL,F,40,837,15,5.9,12.4,0.478,3.4,7.8,0.433,2.6,4.7,0.553,1.1,1.5,0.72,2.4,7.4,4.3,2.3,0.4,2.5,5.4,16.3,2024,13.1,1.24427
56,Allisha Gray,ATL,G,40,1330,40,8.0,19.9,0.403,2.7,7.9,0.342,5.3,12.0,0.443,5.6,7.3,0.769,1.7,6.8,4.2,1.6,1.1,2.6,3.7,24.3,2024,23.1,1.05195
57,Chelsea Gray,LVA,G,27,702,25,6.0,14.7,0.408,1.9,5.5,0.338,4.1,9.2,0.45,2.8,3.4,0.813,0.4,5.6,9.4,2.4,1.4,4.6,2.6,16.7,2024,16.2,1.03086
58,Brittney Griner,PHO,C,30,861,30,13.0,22.5,0.579,0.5,1.1,0.5,12.5,21.4,0.583,5.2,6.7,0.777,3.2,11.7,4.1,1.0,2.7,3.2,3.4,31.8,2024,25.4,1.25197
59,Megan Gustafson,LVA,C,38,405,7,6.6,13.1,0.5,2.7,7.1,0.386,3.8,6.1,0.633,1.6,2.1,0.765,2.8,9.0,1.1,1.6,0.6,1.7,7.3,17.5,2024,14.0,1.25
60,Dearica Hamby,LAS,F,40,1346,40,10.1,19.6,0.512,1.1,3.3,0.341,8.9,16.3,0.547,4.7,7.4,0.631,2.3,13.8,5.2,2.6,0.3,4.4,4.1,25.9,2024,22.9,1.131
61,Isabelle Harrison,CHI,F,36,587,5,8.3,20.8,0.399,0.3,1.6,0.167,8.0,19.2,0.418,3.6,4.4,0.82,3.3,12.3,2.4,1.7,1.0,3.4,4.1,20.4,2024,22.7,0.89868
63,Tyasha Harris,CON,G,39,1125,38,6.8,16.0,0.425,2.8,7.1,0.395,4.0,8.9,0.45,2.8,3.6,0.766,0.5,3.2,5.6,1.9,0.6,2.5,3.1,19.2,2024,17.6,1.09091
64,Tiffany Hayes,LVA,G,33,708,5,7.8,15.6,0.5,2.3,5.8,0.402,5.5,9.8,0.558,4.3,6.0,0.714,1.9,6.5,4.9,1.8,0.6,2.0,4.8,22.2,2024,18.2,1.21978
66,Natisha Hiedeman,MIN,G,40,607,0,6.2,16.3,0.38,2.0,7.0,0.28,4.2,9.3,0.455,2.1,2.9,0.735,1.3,5.3,8.1,2.7,0.5,3.7,4.2,16.5,2024,17.6,0.9375
67,Naz Hillmon,ATL,F,40,868,19,5.4,9.7,0.552,0.1,0.2,0.333,5.3,9.6,0.556,2.9,3.8,0.762,3.8,11.5,3.1,1.7,0.7,2.3,3.2,13.7,2024,11.4,1.20175
69,Jordan Horston,SEA,F,39,871,14,6.4,13.0,0.493,0.8,3.0,0.25,5.7,10.0,0.566,1.8,2.5,0.721,2.7,9.7,4.0,2.9,1.5,3.8,4.2,15.4,2024,14.1,1.0922
70,Natasha Howard,DAL,F,27,825,26,11.3,24.8,0.456,0.7,3.3,0.2,10.7,21.5,0.496,5.4,7.5,0.718,3.2,11.0,4.7,2.1,1.3,4.6,5.1,28.7,2024,28.1,1.02135
71,Rhyne Howard,ATL,G,30,1018,29,8.5,22.9,0.371,4.1,12.4,0.329,4.4,10.6,0.42,5.4,6.8,0.784,1.3,6.7,4.8,2.8,1.0,2.6,3.2,26.5,2024,25.9,1.02317
72,Lexie Hull,IND,G,34,671,11,4.5,10.2,0.441,2.5,5.2,0.471,2.0,4.9,0.409,2.5,3.1,0.805,2.5,6.3,2.7,1.6,0.8,2.2,6.3,13.9,2024,11.6,1.19828
73,Sabrina Ionescu,NYL,G,38,1221,38,10.0,25.5,0.394,4.5,13.5,0.332,5.5,12.0,0.463,4.4,5.0,0.898,1.2,7.1,9.9,1.6,0.5,4.4,1.9,29.0,2024,27.7,1.04693
74,Rickea Jackson,LAS,F,40,1152,35,8.8,19.2,0.456,1.9,5.4,0.347,6.9,13.8,0.498,4.0,5.0,0.807,2.2,6.8,2.6,1.2,0.6,3.3,3.1,23.4,2024,21.4,1.09346
75,Brionna Jones,CON,F,40,1087,40,10.7,19.8,0.539,0.1,0.7,0.143,10.6,19.1,0.553,5.2,7.0,0.738,4.2,10.7,2.9,2.2,1.1,2.5,5.1,26.6,2024,22.9,1.16157
76,Haley Jones,ATL,F-G,40,712,24,4.2,10.6,0.397,0.4,2.0,0.214,3.8,8.6,0.441,2.4,3.4,0.702,0.7,6.4,6.1,1.0,0.8,5.0,5.8,11.3,2024,12.1,0.93388
77,Jonquel Jones,NYL,C,39,1164,39,9.1,16.8,0.539,2.6,6.6,0.391,6.5,10.2,0.636,3.6,4.6,0.788,2.9,15.4,5.5,1.3,2.2,4.0,5.0,24.3,2024,18.8,1.29255
78,Dorka Juhász,MIN,F,34,548,7,6.5,13.5,0.479,1.0,3.2,0.324,5.5,10.3,0.527,1.2,1.9,0.65,3.0,12.1,3.4,1.4,1.2,2.0,3.7,15.2,2024,14.3,1.06294
80,Betnijah Laney,NYL,G-F,28,848,25,7.3,15.9,0.456,2.5,6.2,0.402,4.8,9.7,0.491,2.9,3.2,0.906,1.8,7.1,5.6,1.9,0.1,4.0,3.6,19.9,2024,17.3,1.15029
82,Jewell Loyd,SEA,G,37,1246,37,9.1,25.1,0.36,2.4,8.7,0.274,6.7,16.5,0.405,9.0,10.2,0.881,1.1,6.7,5.5,2.1,0.3,3.4,2.7,29.5,2024,29.6,0.99662
83,Natasha Mack,PHO,F,40,619,11,5.9,10.3,0.573,0.0,0.2,0.0,5.9,10.0,0.587,0.9,1.6,0.579,5.0,16.5,3.6,2.2,3.9,2.3,4.6,12.7,2024,11.0,1.15455
84,Ezi Magbegor,SEA,F-C,37,1136,37,7.6,14.9,0.512,0.6,2.4,0.245,7.1,12.5,0.562,3.4,3.9,0.874,3.7,13.1,3.3,1.8,3.6,2.4,5.2,19.2,2024,16.6,1.15663
86,Kayla McBride,MIN,G,39,1237,39,7.2,17.2,0.42,4.4,10.7,0.407,2.9,6.5,0.442,5.5,6.2,0.893,0.6,4.2,5.2,2.0,0.1,3.3,2.0,24.4,2024,19.9,1.22613
87,Teaira McCowan,DAL,C,39,987,38,9.3,16.4,0.57,0.1,0.2,0.25,9.3,16.2,0.574,4.5,6.3,0.718,5.7,15.9,3.1,1.8,1.7,3.9,5.9,23.2,2024,19.2,1.20833
88,Aari McDonald,LAS,G,26,568,10,6.8,17.0,0.403,2.6,8.1,0.319,4.3,8.9,0.48,3.8,4.5,0.843,1.1,4.6,8.5,2.0,0.5,4.3,4.6,20.1,2024,19.0,1.05789
89,Jade Melbourne,WAS,G,37,523,0,7.0,16.1,0.434,1.9,5.4,0.357,5.0,10.6,0.473,3.4,4.7,0.714,1.3,5.3,5.6,2.3,0.5,6.0,5.2,19.3,2024,18.2,1.06044
91,Kelsey Mitchell,IND,G,40,1280,38,11.0,23.6,0.468,4.3,10.6,0.402,6.8,13.0,0.523,3.7,4.4,0.832,1.1,3.9,2.8,1.1,0.3,2.5,2.5,30.0,2024,25.5,1.17647
95,Olivia Nelson-Ododa,CON,C,37,436,0,5.9,12.0,0.495,0.0,0.0,,5.9,12.0,0.495,3.3,5.0,0.659,3.6,11.3,1.0,1.7,2.5,3.5,7.6,15.1,2024,14.2,1.06338
96,Kia Nurse,LAS,G,40,810,27,6.4,16.4,0.388,3.3,10.0,0.331,3.1,6.4,0.476,2.9,3.6,0.793,1.1,4.0,3.3,1.2,0.1,3.1,4.5,18.9,2024,18.0,1.05
97,Arike Ogunbowale,DAL,G,38,1466,38,9.5,24.9,0.383,3.8,11.0,0.346,5.7,13.8,0.412,6.0,6.5,0.921,1.0,5.9,6.6,2.8,0.4,3.5,3.6,28.8,2024,27.8,1.03597
98,Nneka Ogwumike,SEA,F,37,1178,37,10.8,21.1,0.511,1.3,3.2,0.405,9.5,17.9,0.53,3.6,4.1,0.876,3.0,12.0,3.7,3.0,0.9,2.1,3.6,26.5,2024,22.9,1.15721
99,Michaela Onyenwere,CHI,F,34,636,18,7.1,17.1,0.415,2.0,5.5,0.368,5.1,11.6,0.438,2.0,3.3,0.61,1.5,5.0,2.7,1.5,1.0,3.5,5.5,18.2,2024,18.6,0.97849
101,Cheyenne Parker,ATL,F,25,492,11,8.8,19.7,0.444,0.3,1.5,0.214,8.4,18.2,0.462,6.5,7.4,0.886,3.3,12.8,3.9,2.2,0.9,5.5,6.3,24.4,2024,23.0,1.06087
103,Kelsey Plum,LVA,G,38,1291,38,9.0,21.3,0.423,4.3,11.6,0.368,4.7,9.7,0.488,4.0,4.6,0.866,0.4,3.8,6.2,1.0,0.0,3.6,4.0,26.3,2024,23.3,1.12876
105,Angel Reese,CHI,F,34,1104,34,7.6,19.4,0.391,0.1,0.7,0.188,7.5,18.7,0.4,6.1,8.3,0.736,8.0,20.7,2.9,2.0,0.7,3.5,5.5,21.4,2024,23.1,0.92641
107,Mercedes Russell,SEA,C,37,581,6,5.4,10.4,0.517,0.0,0.0,,5.4,10.4,0.517,1.8,2.9,0.636,2.3,9.5,2.5,1.9,0.8,2.3,3.7,12.6,2024,11.7,1.07692
109,Satou Sabally,DAL,F,15,512,15,8.7,20.4,0.426,3.7,8.2,0.452,5.0,12.2,0.408,5.2,6.6,0.779,1.8,9.4,7.3,1.9,0.8,3.6,4.7,26.3,2024,23.3,1.12876
110,Karlie Samuelson,WAS,G,29,711,19,5.6,13.7,0.409,3.5,8.8,0.398,2.1,5.0,0.429,2.6,2.8,0.923,1.1,5.3,4.4,1.9,0.1,1.8,3.4,17.3,2024,14.9,1.16107
111,Katie Lou Samuelson,IND,F,37,672,15,3.8,10.9,0.349,2.5,7.5,0.33,1.3,3.4,0.391,1.8,1.9,0.96,1.3,6.3,3.8,0.9,0.7,1.3,4.0,11.9,2024,11.7,1.01709
113,Jacy Sheldon,DAL,G,40,931,26,4.3,11.3,0.386,1.6,5.2,0.309,2.7,6.1,0.451,1.3,1.4,0.926,1.4,4.4,5.3,1.2,0.6,3.4,5.4,11.6,2024,11.9,0.97479
115,Maddy Siegrist,DAL,F,27,644,13,8.2,16.3,0.505,0.8,2.9,0.27,7.5,13.4,0.555,2.6,3.3,0.767,3.3,7.0,2.1,0.8,0.8,1.2,2.6,19.8,2024,17.8,1.11236
116,Alanna Smith,MIN,F,39,1035,39,7.3,15.5,0.471,2.3,5.9,0.398,5.0,9.7,0.515,2.7,3.6,0.75,3.0,10.9,6.2,2.6,2.8,3.8,5.9,19.7,2024,17.1,1.15205
117,NaLyssa Smith,IND,F,40,993,37,8.5,17.7,0.48,0.7,2.4,0.292,7.8,15.2,0.51,3.6,6.4,0.567,3.6,14.4,2.1,1.5,2.0,2.6,5.4,21.3,2024,20.5,1.03902
120,Azura Stevens,LAS,F-C,20,493,19,7.3,18.2,0.399,2.9,8.2,0.35,4.4,10.0,0.439,2.3,2.8,0.815,2.0,14.3,3.9,1.7,1.8,3.7,4.0,19.7,2024,19.4,1.01546
121,Breanna Stewart,NYL,F,38,1243,38,10.9,23.8,0.458,1.9,6.4,0.295,9.0,17.4,0.519,8.3,9.8,0.845,2.5,13.3,5.5,2.6,2.0,2.7,3.3,32.0,2024,28.1,1.13879
122,Kiah Stokes,LVA,C,39,717,29,1.4,4.3,0.323,0.6,2.8,0.225,0.8,1.5,0.5,0.4,0.6,0.667,1.6,12.9,2.0,1.5,2.3,1.0,4.8,3.8,2024,4.6,0.82609
123,Brittney Sykes,WAS,G,18,421,18,9.7,24.0,0.405,1.9,7.1,0.271,7.8,16.9,0.461,5.0,6.7,0.75,1.3,8.8,6.6,1.9,0.8,4.8,3.1,26.4,2024,26.9,0.98141
124,Stephanie Talbot,LAS,F,37,600,10,4.1,10.4,0.395,1.1,4.2,0.26,3.0,6.2,0.486,1.7,2.4,0.69,1.8,8.5,6.4,1.6,1.4,3.1,4.3,11.0,2024,11.5,0.95652
125,Diana Taurasi,PHO,G,36,1044,36,8.4,21.1,0.4,4.2,12.7,0.333,4.2,8.4,0.5,5.3,6.2,0.857,0.6,6.7,6.0,1.1,0.5,3.3,4.5,26.4,2024,23.8,1.10924
126,Alyssa Thomas,CON,F,40,1297,40,6.8,13.3,0.509,0.0,0.2,0.0,6.8,13.1,0.516,3.7,5.9,0.628,4.0,13.7,12.9,2.5,0.7,5.9,3.4,17.2,2024,15.9,1.08176
127,Kayla Thornton,NYL,F,40,810,11,4.9,12.8,0.379,2.8,8.0,0.357,2.0,4.9,0.416,1.4,1.6,0.846,2.5,6.5,1.7,1.8,0.6,1.5,3.5,14.0,2024,13.5,1.03704
129,Sevgi Uzun,DAL,G,40,820,19,4.1,12.1,0.342,1.2,5.1,0.238,2.9,7.0,0.417,1.2,1.4,0.826,0.5,4.0,7.3,2.3,0.7,4.4,3.7,10.7,2024,12.7,0.84252
130,Courtney Vandersloot,NYL,G,31,692,31,6.0,13.5,0.445,1.3,5.0,0.269,4.7,8.5,0.548,1.3,2.3,0.548,1.0,6.0,11.0,1.9,1.1,4.1,3.9,14.6,2024,14.5,1.0069
131,Julie Vanloo,WAS,G,40,927,34,5.8,16.7,0.346,3.9,12.1,0.324,1.9,4.6,0.405,0.5,0.8,0.667,0.3,3.5,9.4,1.0,0.1,5.6,4.7,16.0,2024,17.1,0.93567
132,Victoria Vivians,SEA,G-F,35,447,15,4.6,13.9,0.333,2.5,7.8,0.319,2.1,6.1,0.352,0.7,1.0,0.667,2.1,7.8,3.3,1.5,0.8,2.3,4.7,12.4,2024,14.3,0.86713
133,Shatori Walker-Kimbrough,WAS,G,40,882,2,6.0,14.5,0.415,2.0,6.1,0.33,4.0,8.4,0.476,3.1,3.8,0.806,0.7,4.0,4.3,2.4,1.0,3.1,2.3,17.2,2024,16.2,1.06173
134,Kristy Wallace,IND,G,26,446,15,5.3,13.1,0.402,1.9,6.5,0.293,3.4,6.6,0.508,1.3,2.0,0.667,1.2,5.4,5.1,2.0,0.7,1.9,3.3,13.8,2024,14.0,0.98571
135,Erica Wheeler,IND,G,39,546,2,5.3,12.9,0.411,1.4,4.8,0.288,3.9,8.2,0.483,1.0,1.2,0.846,0.6,4.9,6.3,1.6,0.4,3.2,4.1,13.0,2024,13.4,0.97015
136,Sami Whitcomb,SEA,G,40,611,3,5.9,17.1,0.346,3.9,13.3,0.292,2.1,3.9,0.532,0.7,0.9,0.818,1.2,6.1,5.4,2.5,0.7,3.3,4.6,16.5,2024,17.5,0.94286
137,Courtney Williams,MIN,G,40,1061,40,9.4,21.3,0.443,1.1,3.4,0.333,8.3,17.9,0.463,1.7,2.0,0.81,0.7,9.0,10.7,1.7,0.8,4.8,3.7,21.6,2024,22.2,0.97297
141,A'ja Wilson,LVA,C,38,1308,38,14.8,28.5,0.518,0.7,2.3,0.317,14.0,26.2,0.536,8.9,10.5,0.844,3.0,17.3,3.4,2.6,3.8,1.8,2.6,39.2,2024,33.1,1.18429
142,Jackie Young,LVA,G,37,1205,37,8.4,19.4,0.43,2.9,8.7,0.337,5.5,10.8,0.506,4.6,5.3,0.867,1.1,6.7,8.2,1.5,0.3,3.2,3.8,24.3,2024,21.7,1.11982
143,Li Yueru,LAS,C,38,546,2,6.3,13.6,0.463,0.4,1.4,0.267,5.9,12.2,0.485,4.9,5.5,0.898,5.1,12.9,2.0,1.1,0.8,3.1,7.4,17.8,2024,16.0,1.1125
144,Cecilia Zandalasini,MIN,F,40,486,0,7.1,15.7,0.453,3.3,7.4,0.443,3.8,8.3,0.462,1.9,3.1,0.621,0.5,4.9,4.6,1.6,1.0,3.3,5.8,19.4,2024,17.1,1.1345
159,Monique Billings,DAL,F,24,609,12,6.9,14.5,0.475,0.1,0.6,0.143,6.8,14.0,0.488,3.4,4.2,0.804,3.7,13.0,3.8,1.2,1.1,4.2,4.8,17.2,2024,16.3,1.05521
162,Myisha Hines-Allen,WAS,F,27,517,10,8.4,17.2,0.489,1.4,3.8,0.359,7.0,13.4,0.526,2.8,3.4,0.829,2.6,12.9,7.1,1.5,0.2,3.8,5.0,21.0,2024,18.7,1.12299
165,Marina Mabrey,CHI,G,24,796,24,7.9,20.8,0.381,3.6,10.3,0.35,4.3,10.5,0.411,2.2,3.0,0.723,1.1,7.6,7.0,1.9,0.5,4.3,4.1,21.6,2024,22.1,0.97738
181,Marina Mabrey,CON,G,16,439,3,10.9,23.4,0.467,5.0,11.9,0.424,5.9,11.5,0.51,1.8,2.6,0.682,0.6,6.7,6.4,1.9,1.2,3.2,4.8,28.7,2024,24.5,1.17143
