"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Napheesa Collier","MIN",34,1131,132,102.19579139981703,95.50204452521581,377,0.2830188679245283,0.358974358974359,0.24489795918367346,0.2727272727272727,32,29,3,17,11,1,0,3,16,0.5,65,23,42,0
"DeWanna Bonner","PHO",34,1120,-58,99.20597851471275,102.01028517999065,519,0.184,0.29545454545454547,0.2898550724637681,0.1,21,20,1,10,7,3,0,1,15,0.7142857142857143,44,17,27,0
"Chelsea Gray","LAS",34,1108,124,101.65213400642497,96.8952734012975,453,0.16883116883116883,0.5714285714285714,0.265625,0.32954545454545453,3,2,1,0,1,1,0,1,3,1,33,16,17,0
"Natasha Cloud","WAS",34,1093,277,114.0952380952381,101.33907221425156,285,0.3522727272727273,0.34782608695652173,0.25,0.25925925925925924,7,7,0,4,1,2,0,0,3,0.42857142857142855,35,12,23,0
"Odyssey Sims","MIN",34,1083,74,101.22931442080379,97.68431001890359,450,0.2698412698412698,0.49056603773584906,0.42105263157894735,0.463768115942029,4,4,0,1,3,0,0,0,3,0.75,46,17,29,0
"Natasha Howard","SEA",34,1066,147,101.5602145294978,94.76260401370534,494,0.3333333333333333,0.3076923076923077,0.34545454545454546,0.10256410256410256,59,58,1,23,34,1,0,1,30,0.5084745762711864,74,26,48,0
"Arike Ogunbowale","DAL",33,1059,-187,95.17587939698493,105.1010101010101,566,0.2708333333333333,0.37777777777777777,0.3125,0.39325842696629215,1,1,0,0,1,0,0,0,0,0,35,11,24,0
"Candice Dupree","IND",34,1043,-101,97.33802109492717,102.30807827395886,355,1,0.4,0.203125,0.35514018691588783,19,18,1,12,5,1,0,1,9,0.47368421052631576,15,7,8,0
"Allisha Gray","DAL",34,1035,-105,97.84836065573771,103.54573484069887,306,0.22916666666666666,0.38095238095238093,0.3617021276595745,0.35294117647058826,14,13,1,4,6,3,0,1,10,0.7142857142857143,42,12,30,0
"Tina Charles","NYL",33,1028,-259,96.15945551774429,108.6977648202138,463,0.3409090909090909,0.3898305084745763,0.29931972789115646,0.1956521739130435,29,29,0,17,9,3,0,0,15,0.5172413793103449,23,5,18,0
"Diamond DeShields","CHI",34,1027,86,104.74833808167142,100.28382213812677,483,0.2524271844660194,0.42105263157894735,0.3333333333333333,0.21518987341772153,14,14,0,8,1,5,0,0,4,0.2857142857142857,43,15,28,0
"Alyssa Thomas","CON",34,1026,167,103.70004933399112,95.83952451708767,330,0,0.37037037037037035,0.375,0.2,13,12,1,2,7,3,0,1,6,0.46153846153846156,66,34,32,0
"Brittney Griner","PHO",31,1018,-49,100.61349693251535,103.0132788559755,550,0,0.3728813559322034,0.256,0.18181818181818182,62,59,3,29,26,4,0,3,32,0.5161290322580645,22,7,15,0
"Jasmine Thomas","CON",34,1010,149,104.43548387096774,97.02320887991927,332,0.3466666666666667,0.3684210526315789,0.3170731707317073,0.38461538461538464,5,5,0,0,1,4,0,0,4,0.8,48,14,34,0
"Sylvia Fowles","MIN",34,1003,47,101.54639175257732,98.6659825551565,352,0,0.2753623188405797,0.22916666666666666,0.2222222222222222,47,46,1,28,17,1,1,0,28,0.5957446808510638,32,8,24,0
