,player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year,shotAttempts,pointsPerShot
1635,Ana Dabovic,LAS,G,24,530,8,7.7,17.2,0.446,2.1,6.2,0.333,5.6,11.0,0.509,4.3,5.4,0.808,1.1,4.0,4.8,2.2,0.1,3.9,7.1,21.7,2015,19.6,1.10714
1636,Elena Delle Donne,CHI,F-G,31,1032,31,11.9,25.8,0.46,2.1,6.7,0.313,9.8,19.1,0.512,10.3,10.9,0.95,3.0,13.0,2.1,1.6,3.1,1.8,2.6,36.1,2015,30.6,1.17974
1638,Stefanie Dolson,WAS,C,34,841,33,9.6,19.3,0.495,0.6,1.4,0.476,8.9,18.0,0.496,3.5,4.0,0.871,3.1,12.4,3.4,1.0,2.3,4.1,6.3,23.3,2015,21.1,1.10427
1639,Clarissa Dos Santos,CHI,C,31,544,7,6.1,13.3,0.461,0.0,0.0,,6.1,13.3,0.461,3.1,4.5,0.688,5.2,13.6,2.1,1.7,1.7,3.6,7.4,15.4,2015,15.3,1.00654
1640,Candice Dupree,PHO,F,33,1028,33,10.1,19.7,0.512,0.0,0.1,0.0,10.1,19.7,0.513,4.3,5.3,0.802,2.1,8.8,2.9,1.8,0.6,2.5,2.4,24.4,2015,22.0,1.10909
1641,Kelly Faris,CON,G,32,465,9,3.7,9.8,0.381,1.0,3.4,0.31,2.7,6.4,0.418,2.4,3.1,0.778,1.7,6.4,3.6,1.4,0.3,1.7,5.9,10.9,2015,11.2,0.97321
1643,Cayla George,PHO,C-F,34,433,2,8.4,19.6,0.427,2.1,7.5,0.283,6.2,12.1,0.515,2.4,2.7,0.864,3.2,13.3,3.1,1.6,2.7,3.4,8.7,21.2,2015,20.8,1.01923
1649,Chelsea Gray,CON,G,34,543,0,8.6,20.2,0.424,2.3,6.6,0.348,6.3,13.6,0.46,4.0,4.9,0.816,1.8,7.8,9.1,2.2,0.5,5.9,4.3,23.4,2015,22.4,1.04464
1651,Brittney Griner,PHO,C,26,799,26,9.9,17.6,0.565,0.0,0.0,,9.9,17.6,0.565,6.7,8.7,0.773,2.9,14.2,2.3,0.5,7.1,3.8,4.8,26.6,2015,21.4,1.24299
1652,Dearica Hamby,SAS,F,31,539,16,6.9,19.4,0.354,0.6,1.7,0.353,6.3,17.7,0.354,4.2,6.6,0.642,4.1,12.5,2.2,1.3,0.5,4.0,3.9,18.5,2015,22.3,0.8296
1656,Tiffany Hayes,ATL,G,28,836,27,7.0,17.9,0.392,1.9,6.9,0.274,5.1,11.0,0.467,6.0,7.5,0.805,1.8,5.1,3.8,1.8,0.7,2.9,5.9,22.0,2015,21.2,1.03774
1657,Aneika Henry-Morello,ATL,F-C,29,518,11,6.2,12.8,0.485,0.0,0.0,,6.2,12.8,0.485,2.4,3.2,0.75,4.1,13.3,1.1,0.9,2.5,4.4,7.2,14.8,2015,14.2,1.04225
1658,Tayler Hill,WAS,G,32,545,0,7.9,22.6,0.348,3.7,11.6,0.319,4.2,11.1,0.378,4.5,6.2,0.726,1.0,4.3,2.8,2.9,0.3,2.8,3.1,23.9,2015,25.3,0.94466
1659,Roneeka Hodges,ATL,G,23,448,9,5.7,14.9,0.382,3.1,8.5,0.36,2.6,6.4,0.411,2.4,3.2,0.75,1.1,5.1,3.5,0.5,0.5,2.5,3.5,16.9,2015,16.3,1.03681
1661,Jordan Hooper,TUL,F,34,581,5,5.0,13.9,0.358,3.5,10.2,0.342,1.5,3.7,0.4,1.2,1.7,0.684,2.2,6.4,1.0,1.3,0.4,1.7,3.4,14.6,2015,14.6,1.0
1665,Briann January,IND,G,29,784,29,5.4,12.7,0.426,1.7,3.9,0.431,3.7,8.8,0.424,3.3,3.9,0.845,0.9,3.5,6.5,2.0,0.4,4.2,4.3,15.8,2015,14.4,1.09722
1666,Shenise Johnson,IND,G,31,811,27,7.8,16.7,0.467,2.0,4.8,0.413,5.8,11.9,0.489,4.3,5.3,0.805,2.5,9.9,4.8,2.3,0.3,3.6,4.3,21.9,2015,19.0,1.15263
1667,Temeka Johnson,LAS,G,34,720,11,4.6,14.2,0.323,1.3,5.3,0.246,3.3,8.9,0.368,2.8,3.4,0.841,0.8,6.2,9.3,1.8,0.0,3.9,5.6,13.3,2015,15.7,0.84713
1668,Asjha Jones,MIN,F,31,541,12,7.5,18.3,0.411,0.0,0.4,0.0,7.5,17.9,0.42,1.8,3.0,0.6,2.5,8.5,5.0,1.7,1.5,3.4,6.8,16.8,2015,19.6,0.85714
1670,Brianna Kiesel,TUL,G,34,616,15,5.2,15.6,0.333,1.0,4.5,0.231,4.2,11.1,0.375,3.5,4.6,0.755,0.7,2.4,5.6,2.4,0.2,3.5,5.3,14.9,2015,17.6,0.84659
1671,Lynetta Kizer,IND,F,33,591,14,9.9,20.2,0.491,0.0,0.2,0.0,9.9,20.0,0.496,4.5,5.1,0.879,3.8,10.3,1.2,1.7,0.7,4.1,8.1,24.4,2015,22.4,1.08929
1672,Betnijah Laney,CHI,G-F,32,411,2,4.9,12.4,0.394,0.0,0.8,0.0,4.9,11.6,0.419,2.0,2.9,0.696,2.3,8.5,2.4,2.0,0.8,2.3,5.1,11.8,2015,13.7,0.86131
1673,Crystal Langhorne,SEA,F-C,34,873,34,9.5,17.3,0.545,0.0,0.1,0.0,9.5,17.2,0.549,4.0,5.3,0.75,2.4,11.8,1.9,2.2,0.8,4.2,3.8,22.9,2015,19.6,1.16837
1675,Ivory Latta,WAS,G,34,927,25,8.4,20.6,0.406,4.6,11.9,0.389,3.8,8.7,0.43,5.3,5.8,0.909,0.5,3.6,5.0,1.3,0.1,3.5,3.8,26.7,2015,23.2,1.15086
1676,Jantel Lavender,LAS,F,34,1148,34,10.1,19.2,0.525,0.1,0.4,0.333,9.9,18.8,0.529,3.2,3.6,0.882,3.2,13.4,3.0,0.7,2.0,3.4,2.8,23.5,2015,20.8,1.12981
1677,Kara Lawson,WAS,G,22,550,21,6.9,17.8,0.389,2.6,8.0,0.321,4.3,9.8,0.444,4.4,4.7,0.938,0.9,6.4,7.8,1.3,0.3,2.5,2.3,20.9,2015,19.9,1.05025
1680,Camille Smith,CON,F,34,918,34,6.2,15.3,0.406,2.3,6.6,0.345,3.9,8.7,0.453,1.7,1.9,0.879,2.7,7.2,3.1,2.5,0.4,3.4,5.4,16.5,2015,16.1,1.02484
1681,Jewell Loyd,SEA,G,34,882,23,7.5,18.2,0.411,0.6,2.9,0.208,6.9,15.4,0.449,6.2,6.9,0.904,2.0,7.1,4.0,1.1,0.5,4.1,3.2,21.8,2015,21.2,1.0283
1682,Maggie Lucas,IND,G,30,451,0,6.3,16.8,0.372,3.6,9.6,0.373,2.7,7.2,0.371,3.6,4.3,0.838,0.1,2.9,3.0,1.3,0.3,2.2,4.9,19.7,2015,18.7,1.05348
1683,Sancho Lyttle,ATL,F,24,721,24,7.4,15.5,0.475,0.1,0.4,0.2,7.3,15.2,0.481,2.8,3.8,0.736,4.7,14.0,3.7,3.8,1.0,2.7,5.0,17.6,2015,17.2,1.02326
1687,Kayla McBride,SAS,G,27,756,25,9.2,24.0,0.382,3.7,9.9,0.373,5.5,14.1,0.388,4.1,4.6,0.879,0.3,5.9,3.1,2.0,0.2,3.1,2.3,26.1,2015,26.0,1.00385
1688,Angel McCoughtry,ATL,F-G,34,1021,26,11.8,28.5,0.413,1.9,5.1,0.363,9.9,23.4,0.424,8.9,11.1,0.805,3.2,9.0,4.7,3.6,0.9,5.4,5.8,34.3,2015,33.4,1.02695
1689,Emma Meesseman,WAS,F,34,924,34,10.5,18.8,0.556,0.4,0.8,0.462,10.1,18.1,0.56,2.0,2.4,0.829,3.5,12.5,3.4,1.8,2.6,2.6,5.6,23.3,2015,19.9,1.17085
1691,Leilani Mitchell,PHO,G,34,782,26,5.5,14.8,0.374,3.0,7.7,0.396,2.5,7.1,0.35,1.7,1.9,0.889,0.8,5.0,6.3,2.4,0.3,3.3,3.9,15.8,2015,15.6,1.01282
1693,Maya Moore,MIN,F,33,1102,33,11.5,27.5,0.42,3.3,9.3,0.359,8.2,18.1,0.452,6.6,7.7,0.855,3.0,10.8,5.6,2.7,1.3,3.8,4.6,33.0,2015,30.9,1.06796
1695,Nneka Ogwumike,LAS,F,24,784,23,10.3,19.6,0.525,0.1,0.8,0.083,10.2,18.7,0.545,5.9,6.8,0.866,3.4,11.7,3.5,1.7,0.8,3.0,4.0,26.5,2015,22.6,1.17257
1696,Jenna O'Hea,SEA,F,34,710,14,4.8,12.5,0.381,2.7,7.0,0.383,2.1,5.5,0.378,2.7,2.9,0.923,0.4,4.7,6.1,1.4,0.7,3.0,4.0,14.9,2015,13.8,1.07971
1699,Courtney Paris,TUL,C,34,849,34,6.5,13.4,0.486,0.0,0.0,,6.5,13.4,0.486,1.1,2.5,0.425,6.4,19.9,2.7,0.8,2.6,2.1,6.6,14.1,2015,14.5,0.97241
1700,Candace Parker,LAS,F-C,16,551,16,11.5,23.6,0.489,1.2,4.3,0.279,10.4,19.3,0.536,6.6,8.1,0.815,1.8,16.0,10.0,3.1,2.9,4.0,3.9,30.9,2015,27.2,1.13603
1702,Kayla Pedersen,CON,F,33,510,1,4.1,9.5,0.433,0.0,0.0,,4.1,9.5,0.433,2.0,2.4,0.826,3.1,9.1,4.2,2.4,0.8,2.1,5.1,10.3,2015,10.6,0.9717
1703,Jia Perkins,SAS,G,26,710,26,9.2,24.6,0.376,1.9,6.8,0.272,7.4,17.7,0.416,5.4,6.2,0.88,1.5,5.9,3.3,2.8,0.6,2.4,3.3,25.8,2015,27.3,0.94505
1704,Devereaux Peters,MIN,F,33,481,0,4.9,10.9,0.449,0.3,0.9,0.375,4.6,10.0,0.456,1.4,1.7,0.867,3.3,12.4,3.1,0.8,3.2,3.3,4.1,11.6,2015,11.6,1.0
1706,Plenette Pierson,TUL,F,30,843,29,9.6,22.0,0.437,1.1,3.0,0.362,8.5,19.0,0.449,4.0,4.9,0.808,2.2,7.7,3.6,1.8,0.8,3.4,5.4,24.3,2015,24.2,1.00413
1709,Cappie Pondexter,CHI,G,29,877,29,9.6,21.8,0.439,1.4,3.7,0.381,8.1,18.1,0.451,4.9,6.0,0.824,0.4,6.4,3.6,1.6,0.4,2.4,3.6,25.4,2015,24.4,1.04098
1711,Epiphanny Prince,NYL,G,24,686,23,10.5,22.4,0.467,2.0,5.6,0.356,8.5,16.8,0.505,4.8,5.4,0.9,1.5,5.4,6.3,3.6,0.4,2.9,2.5,27.8,2015,24.8,1.12097
1712,LaToya Sanders,WAS,F-C,23,416,0,5.9,14.6,0.402,0.0,0.0,,5.9,14.6,0.402,3.4,4.4,0.765,5.9,17.2,2.7,2.6,6.3,2.4,7.8,15.2,2015,16.5,0.92121
1713,Allie Quigley,CHI,G,32,720,7,10.0,23.2,0.431,2.6,7.6,0.34,7.4,15.6,0.475,2.7,3.3,0.826,0.7,4.0,3.8,0.9,1.1,3.2,2.9,25.3,2015,24.7,1.02429
1714,Noelle Quinn,PHO,G,34,632,1,4.6,10.9,0.422,1.0,3.2,0.324,3.6,7.8,0.462,1.6,2.1,0.792,0.5,7.5,5.6,1.3,0.8,2.5,4.2,11.9,2015,11.8,1.00847
1715,Danielle Robinson,SAS,G,30,902,30,6.2,15.8,0.39,0.0,0.3,0.0,6.2,15.5,0.398,3.8,4.2,0.903,0.8,4.3,8.7,1.3,0.1,4.6,2.1,16.1,2015,17.6,0.91477
1716,Sugar Rodgers,NYL,G,33,618,5,7.2,21.1,0.34,3.5,10.9,0.32,3.7,10.2,0.361,5.0,5.7,0.881,2.0,6.2,4.1,2.0,0.6,2.8,6.0,22.9,2015,23.6,0.97034
1717,Tierra Ruffin-Pratt,WAS,G,32,765,31,5.6,15.1,0.371,1.0,3.1,0.326,4.6,12.1,0.382,4.7,6.2,0.759,1.8,6.8,4.8,1.8,0.7,3.0,5.8,16.9,2015,17.8,0.94944
1718,Shoni Schimmel,ATL,G,32,634,16,6.8,18.1,0.378,3.9,10.3,0.383,2.9,7.8,0.371,1.9,2.3,0.857,1.0,6.4,8.1,1.9,0.4,6.1,2.7,19.6,2015,19.1,1.02618
1719,Odyssey Sims,TUL,G,23,723,19,8.4,22.8,0.369,1.3,6.4,0.207,7.1,16.4,0.432,9.0,10.6,0.847,1.2,5.8,6.5,1.8,0.1,4.7,4.1,27.1,2015,27.5,0.98545
1721,Kiah Stokes,NYL,C,34,862,6,5.0,9.2,0.547,0.0,0.1,0.0,5.0,9.1,0.554,2.0,2.9,0.688,3.7,13.4,1.6,1.5,4.1,2.3,4.7,12.1,2015,10.5,1.15238
1722,Shekinna Stricklen,CON,F,34,599,0,8.6,20.8,0.411,4.6,12.8,0.359,4.0,8.0,0.494,2.0,2.5,0.786,2.3,5.7,2.0,1.7,0.7,1.8,4.1,23.7,2015,21.9,1.08219
1723,Carolyn Swords,NYL,C,34,510,22,6.9,13.7,0.508,0.0,0.0,,6.9,13.7,0.508,3.9,4.9,0.809,5.3,14.1,2.1,1.9,2.3,3.8,9.8,17.8,2015,15.9,1.1195
1724,Alyssa Thomas,CON,F,24,623,23,6.0,14.6,0.411,0.0,0.0,,6.0,14.6,0.411,6.2,9.0,0.692,5.3,10.9,2.9,2.5,0.4,3.6,5.6,18.2,2015,18.6,0.97849
1725,Jasmine Thomas,CON,G,34,907,34,6.0,18.2,0.328,1.8,6.2,0.298,4.1,12.0,0.343,2.8,3.6,0.783,1.1,7.6,7.9,2.4,0.8,4.6,4.4,16.5,2015,19.8,0.83333
1727,Ramu Tokashiki,SEA,F,30,618,16,8.4,20.2,0.415,0.0,0.2,0.0,8.4,20.0,0.419,4.3,5.0,0.862,1.8,8.4,2.1,0.6,2.3,2.2,5.1,21.1,2015,22.4,0.94196
1728,Kristi Toliver,LAS,G,28,864,28,7.6,16.8,0.449,2.7,7.1,0.384,4.8,9.7,0.497,4.1,4.6,0.903,0.6,4.1,6.6,1.5,0.1,4.0,3.0,22.0,2015,18.8,1.17021
1729,Marianna Tolo,LAS,C,28,531,14,5.6,12.1,0.462,0.0,0.7,0.0,5.6,11.4,0.491,3.0,3.7,0.806,2.2,8.6,3.0,0.7,2.9,2.8,8.7,14.1,2015,13.7,1.0292
1730,Courtney Vandersloot,CHI,G,34,1015,34,7.4,16.0,0.463,1.6,4.6,0.356,5.8,11.4,0.507,3.2,3.6,0.901,1.1,5.8,10.0,2.3,0.9,3.6,4.7,19.7,2015,17.6,1.11932
1733,Lindsay Whalen*,MIN,G,29,874,29,7.4,16.0,0.462,0.4,0.9,0.429,7.0,15.2,0.464,4.1,4.6,0.882,1.0,5.3,7.5,0.7,0.2,3.8,3.4,19.3,2015,18.0,1.07222
1734,Candice Wiggins,NYL,G,32,413,2,3.6,11.2,0.318,2.6,6.5,0.392,1.0,4.7,0.216,1.7,2.4,0.684,0.9,7.7,3.3,1.7,0.4,4.1,5.4,11.4,2015,12.3,0.92683
1736,Riquna Williams,TUL,G,29,813,20,8.5,24.2,0.352,3.7,10.6,0.346,4.9,13.6,0.357,8.9,10.5,0.85,1.0,6.6,4.9,2.8,1.0,3.1,5.1,29.7,2015,28.8,1.03125
1738,Tanisha Wright,NYL,G,34,805,34,5.8,13.9,0.42,0.8,2.2,0.364,5.0,11.7,0.43,3.9,4.7,0.845,1.4,5.3,7.8,1.8,0.2,4.8,4.5,16.4,2015,16.0,1.025
1740,Sophia Young-Malcolm,SAS,F,34,931,29,8.6,18.7,0.458,0.0,0.2,0.0,8.6,18.6,0.462,5.1,6.9,0.738,2.8,9.7,2.6,2.4,0.5,3.1,3.6,22.3,2015,21.7,1.02765
1743,Shavonte Zellous,IND,G,23,511,1,6.3,16.5,0.379,0.7,3.0,0.241,5.5,13.5,0.409,6.6,8.5,0.771,1.2,5.5,4.4,2.3,0.8,2.8,7.0,19.8,2015,20.2,0.9802
1744,Sylvia Fowles,MIN,C,18,521,18,10.6,20.8,0.507,0.0,0.0,,10.6,20.8,0.507,7.1,9.6,0.734,4.2,15.4,1.5,1.8,2.9,3.3,4.4,28.2,2015,25.0,1.128
1755,Erika de Souza,ATL,F-C,17,492,17,7.0,15.2,0.459,0.0,0.0,,7.0,15.2,0.459,1.3,2.5,0.542,4.8,13.2,2.2,1.7,1.5,3.1,5.4,15.3,2015,16.3,0.93865
