,player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year,shotAttempts,pointsPerShot
2400,Svetlana Abrosimova,SEA,F,34,686,1,7.6,18.3,0.415,3.0,7.9,0.376,4.6,10.4,0.444,2.0,3.4,0.568,1.9,8.1,5.4,3.1,0.2,4.8,5.6,20.1,2010,19.8,1.01515
2402,Matee Ajavon,WAS,G,34,497,0,7.1,20.5,0.346,1.0,5.3,0.184,6.1,15.2,0.401,6.2,8.0,0.773,1.7,5.7,5.0,4.1,0.2,5.6,6.4,21.4,2010,24.0,0.89167
2403,Nicky Anosike,MIN,F-C,31,928,30,4.5,12.2,0.372,0.0,0.0,,4.5,12.2,0.372,6.5,8.4,0.773,4.5,11.6,3.3,3.4,1.7,3.6,5.1,15.6,2010,15.9,0.98113
2405,Seimone Augustus*,MIN,G-F,25,832,25,10.7,25.0,0.429,2.2,6.5,0.336,8.5,18.5,0.462,2.1,3.1,0.667,0.5,4.9,2.9,1.0,0.4,2.1,2.0,25.7,2010,26.4,0.97348
2406,Alison Bales,ATL,C,34,529,3,3.8,8.8,0.433,0.5,1.1,0.417,3.3,7.7,0.435,3.9,4.9,0.796,2.9,11.6,2.5,2.2,3.5,2.1,5.5,11.9,2010,11.0,1.08182
2407,Mistie Bass,CHI,F,34,642,20,5.7,10.7,0.527,0.0,0.2,0.0,5.7,10.6,0.535,2.5,4.0,0.625,4.5,10.9,3.0,1.6,1.2,3.2,4.1,13.8,2010,12.5,1.104
2409,Tully Bevilaqua,IND,G,34,659,27,3.7,9.6,0.383,2.1,6.2,0.338,1.6,3.4,0.465,1.1,1.9,0.583,1.4,5.8,4.3,3.8,0.3,3.2,5.1,10.6,2010,10.4,1.01923
2410,Sue Bird,SEA,G,33,1005,33,7.2,16.6,0.434,3.2,7.9,0.399,4.1,8.7,0.466,1.9,2.2,0.857,0.4,4.7,10.1,2.7,0.3,3.2,2.4,19.5,2010,17.6,1.10795
2412,Chante Black,TUL,C,34,712,23,5.5,10.2,0.537,0.0,0.0,,5.5,10.2,0.537,1.2,3.4,0.347,5.8,15.2,1.5,1.2,3.7,2.9,4.9,12.1,2010,11.7,1.03419
2414,DeWanna Bonner,PHO,F-G,32,813,4,7.8,16.7,0.465,1.1,3.1,0.358,6.7,13.6,0.489,5.9,7.0,0.84,3.9,11.5,2.4,1.3,2.2,2.4,3.4,22.5,2010,19.8,1.13636
2415,Kiesha Brown,TUL,G,27,481,8,5.7,14.6,0.389,1.8,4.7,0.391,3.9,9.9,0.388,2.3,2.8,0.821,0.9,5.4,6.5,1.5,0.0,4.1,3.8,15.5,2010,15.8,0.98101
2416,Rebekkah Brunson,MIN,F,30,915,30,6.5,15.1,0.429,0.0,0.1,0.0,6.5,15.1,0.43,5.9,8.9,0.663,6.6,17.2,1.3,2.0,1.6,2.7,5.0,18.8,2010,19.0,0.98947
2417,Dominique Canty,CHI,G,34,884,34,6.3,14.8,0.43,0.1,0.7,0.182,6.2,14.1,0.442,5.7,8.3,0.693,2.1,5.3,7.0,2.0,0.4,4.6,5.4,18.6,2010,18.5,1.00541
2419,Swin Cash*,SEA,F,34,1046,34,8.3,19.0,0.435,1.8,4.4,0.407,6.5,14.6,0.444,5.8,7.2,0.807,3.3,10.4,3.5,1.0,0.9,5.0,5.4,24.1,2010,22.2,1.08559
2420,Iziane Castro Marques,ATL,F-G,34,984,34,10.7,24.1,0.444,2.2,7.6,0.295,8.5,16.5,0.512,4.3,6.6,0.659,0.7,2.9,4.3,1.4,0.1,4.6,3.6,28.0,2010,27.0,1.03704
2421,Tamika Catchings*,IND,F,34,1068,34,10.2,21.1,0.484,2.3,5.2,0.448,7.9,15.9,0.495,7.7,9.1,0.849,2.8,11.9,6.7,3.8,1.5,4.6,4.6,30.5,2010,25.1,1.21514
2422,Tina Charles,CON,C,34,1054,34,10.0,20.5,0.487,0.0,0.0,0.0,10.0,20.5,0.488,5.6,7.4,0.763,6.3,19.3,2.5,1.2,2.8,3.4,3.5,25.6,2010,23.8,1.07563
2425,Marissa Coleman,WAS,G-F,34,663,1,6.0,15.2,0.397,3.3,8.2,0.402,2.7,7.0,0.391,2.5,3.3,0.756,2.0,9.0,4.0,2.3,1.0,3.4,5.4,17.9,2010,16.7,1.07186
2426,Monique Currie,WAS,F,34,891,34,8.7,20.0,0.436,2.2,5.0,0.446,6.5,15.1,0.433,9.0,10.2,0.877,2.6,9.8,3.3,2.9,0.8,5.3,7.2,28.7,2010,24.5,1.17143
2428,Jessica Davenport,IND,C,33,469,0,10.8,18.9,0.571,0.1,0.8,0.143,10.7,18.1,0.59,5.6,7.8,0.725,3.0,10.4,1.7,1.6,3.0,4.5,7.3,27.3,2010,22.3,1.22422
2429,Erika de Souza,ATL,F-C,34,872,34,10.4,18.3,0.571,0.0,0.0,,10.4,18.3,0.571,2.3,4.1,0.547,5.3,15.5,1.6,1.5,2.2,3.4,6.0,23.1,2010,20.1,1.14925
2430,Scholanda Dorrell,TUL,G,34,836,33,8.5,21.1,0.402,1.3,4.4,0.303,7.1,16.6,0.428,5.4,7.6,0.708,1.7,4.7,3.3,3.1,0.7,5.0,5.4,23.7,2010,24.4,0.97131
2431,Katie Douglas,IND,G-F,34,1014,34,8.8,19.7,0.449,3.5,9.0,0.391,5.3,10.7,0.498,3.1,3.7,0.831,1.4,6.1,5.8,2.4,0.7,3.5,2.9,24.3,2010,21.3,1.14085
2432,Candice Dupree,PHO,F,34,1014,34,10.9,16.4,0.664,0.0,0.0,0.0,10.9,16.4,0.666,3.4,3.7,0.936,3.5,12.1,2.1,1.7,1.3,3.1,4.0,25.3,2010,18.0,1.40556
2433,Marie Ferdinand-Harris,LAS,G,30,728,24,7.2,17.6,0.409,1.0,3.4,0.292,6.2,14.2,0.437,3.7,4.4,0.839,1.4,5.7,2.6,1.9,0.4,2.4,4.6,19.1,2010,19.5,0.97949
2434,Sylvia Fowles,CHI,C,34,1087,34,11.2,19.3,0.582,0.0,0.0,1.0,11.2,19.2,0.581,7.3,9.6,0.76,3.6,16.6,2.5,1.9,4.3,4.0,3.7,29.8,2010,23.5,1.26809
2437,Kalana Greene,NYL,G,33,519,0,6.6,14.2,0.464,0.7,2.2,0.333,5.9,12.0,0.487,1.5,2.5,0.625,1.4,5.6,3.2,1.3,0.7,3.7,5.1,15.4,2010,15.3,1.00654
2438,Kelsey Griffin,CON,F,34,679,19,3.6,10.3,0.35,1.0,3.6,0.271,2.6,6.7,0.393,3.1,4.0,0.774,3.2,12.0,2.7,1.7,1.3,3.2,4.8,11.3,2010,12.1,0.93388
2439,Sandrine Gruda,CON,F-C,28,636,6,8.9,18.2,0.491,0.2,0.9,0.182,8.8,17.3,0.507,7.9,10.4,0.76,4.2,10.0,2.7,1.5,1.7,3.6,4.1,25.9,2010,22.8,1.13596
2440,Becky Hammon*,SAS,G,32,1075,32,7.8,17.7,0.442,3.4,8.7,0.39,4.4,9.0,0.492,4.8,5.0,0.96,0.8,4.6,8.5,1.8,0.4,5.3,3.0,23.8,2010,19.9,1.19598
