"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Cappie Pondexter","NYL",34,1167,166,108.11554332874829,100.7816091954023,666,0.29333333333333333,0.3333333333333333,0.3333333333333333,0.2777777777777778,4,4,0,3,1,0,0,0,3,0.75,30,16,14,0
"Crystal Langhorne","WAS",34,1158,107,102.09302325581395,96.93593314763231,411,0,0.36764705882352944,0.375,0.3958333333333333,7,7,0,5,2,0,0,0,6,0.8571428571428571,30,7,23,0
"Lindsey Harding","WAS",34,1130,149,103.80589914367269,96.85564554549786,366,0.41379310344827586,0.5581395348837209,0.4482758620689655,0.49056603773584906,6,5,1,3,1,1,0,1,4,0.6666666666666666,47,19,28,0
"Lindsay Whalen","MIN",33,1110,-20,99.30811808118081,100.04604051565379,376,0.2608695652173913,0.48148148148148145,0.4,0.4117647058823529,5,5,0,2,3,0,0,0,2,0.4,46,17,29,0
"Noelle Quinn","LAS",34,1104,-30,101.62337662337663,103.30232558139535,309,0.2857142857142857,0.125,0.2727272727272727,0.2463768115942029,11,11,0,8,3,0,0,0,6,0.5454545454545454,35,6,29,0
"DeLisha Milton-Jones","LAS",34,1096,-58,102.11366838891499,105.08474576271188,445,0.2037037037037037,0.40816326530612246,0.1724137931034483,0.2777777777777778,22,21,1,17,4,0,0,1,13,0.5909090909090909,37,13,24,0
"Tina Thompson","LAS",33,1095,-68,101.38490926456542,104.93295019157088,457,0.1650485436893204,0.3829787234042553,0.15714285714285714,0.375,24,20,4,12,6,2,2,2,17,0.7083333333333334,38,10,28,0
"Sylvia Fowles","CHI",34,1087,14,102.02169625246547,101.63204747774482,487,0,0.37037037037037035,0.2,0.4782608695652174,88,88,0,64,21,3,0,0,48,0.5454545454545454,39,6,33,0
"Sophia Young-Malcolm","SAN",34,1082,-111,101.45137880986937,107.02859912748426,459,0.39285714285714285,0.3409090909090909,0.25806451612903225,0.16326530612244897,9,9,0,6,3,0,0,0,5,0.5555555555555556,54,24,30,0
"Becky Hammon","SAN",32,1075,-28,103.7270087124879,106.3173359451518,452,0.28431372549019607,0.3333333333333333,0.4666666666666667,0.23076923076923078,8,6,2,3,2,1,0,2,1,0.125,36,17,19,0
"Tamika Catchings","IND",34,1068,187,104.88647581441263,95.60927479033055,534,0.32142857142857145,0.24528301886792453,0.3,0.275,30,29,1,16,10,3,0,1,21,0.7,77,33,44,0
"Tina Charles","CON",34,1054,10,101.01744186046511,100.67928190198933,391,0,0.3855421686746988,0.2345679012345679,0.3,57,57,0,43,14,0,0,0,35,0.6140350877192983,25,6,19,0
"Swin Cash","SEA",34,1046,214,109.3189964157706,98.66461222393427,383,0.38,0.4426229508196721,0.3333333333333333,0.38461538461538464,17,15,2,9,5,1,0,2,7,0.4117647058823529,19,6,13,0
"Angel McCoughtry","ATL",34,1044,30,103.06495882891126,101.83234081539167,609,0.37209302325581395,0.4782608695652174,0.32038834951456313,0.2967032967032967,21,19,2,14,2,3,1,1,13,0.6190476190476191,66,27,39,0
"Katie Smith","WAS",33,1016,36,99.4731296101159,96.96335078534031,282,0.37777777777777777,0.5714285714285714,0.4,0.2777777777777778,5,5,0,4,0,1,0,0,3,0.6,24,14,10,0
